user_id,sku_id
33694,144742
33695,94724
928,22607
99233,79636
66466,43405
98070,78697
33700,63006
66469,29411
66470,154636
5617,84389
58952,2148
32924,86220
941,125446
33710,110974
65693,130948
66480,6866
33714,166707
33716,79514
66485,57018
33719,5505
66489,135272
955,12564
76618,97025
961,142829
964,142666
58953,77745
33738,154636
66507,64433
66508,169819
66509,47193
979,61531
981,95399
33751,107012
49316,38459
78594,11036
989,20719
992,70845
33761,97025
66531,53785
33764,75877
93009,131278
33769,127367
33771,156
1004,125756
99310,125110
71165,29539
99312,150585
98472,112555
66547,74280
1014,107061
33784,101412
1017,5888
99324,111225
99325,58984
66560,53528
1029,20719
33800,70491
32940,149641
76631,160476
1036,53609
33805,51916
83805,47895
33809,134084
82094,54357
99350,24371
1047,14577
66584,167310
33818,36307
33821,153395
66590,131300
67685,1745
65712,57018
66594,160208
11099,153051
1060,138778
33830,22718
1065,70491
33837,162658
87560,126146
33842,48154
1077,57018
1078,25003
1080,40336
32948,79636
66618,114568
66620,84389
33853,86551
99390,52343
66626,70839
33859,129598
99399,135272
1096,61394
54796,21147
75113,6802
33870,57239
1104,106487
1105,46216
33874,122302
1107,171002
66644,57018
33877,36307
66646,88312
1111,163550
1113,108097
65722,108618
33886,38222
66655,52476
65723,119934
1124,129433
76646,61226
33894,64531
1130,143981
66667,22140
1135,75836
1137,91393
33908,81708
93875,3363
33913,62872
66682,84389
89916,50142
66684,14433
91693,105626
1151,103652
33920,114132
66689,140458
33922,70494
66691,41009
66692,145990
97149,138037
99465,106262
99466,135376
5655,122278
1164,36345
65730,78412
1166,28276
33935,10179
66704,169073
66705,77218
33938,37957
33939,20808
66708,12564
66711,135272
66717,167310
33952,157304
33954,117996
87579,108858
1189,69209
1190,72967
1193,99646
49351,146779
33964,87901
1198,143962
1203,47107
1204,28276
33974,162341
66743,70907
1208,31662
1209,57804
99519,47193
78787,65520
1221,141583
33992,55092
27511,52185
66767,7746
71203,20719
34005,129010
1238,70491
38436,125756
1242,124470
90605,25837
11130,99646
99550,83325
1247,135272
34019,154012
78569,90646
66790,154636
82129,57161
34024,160476
1257,78697
34027,97025
99567,12564
99569,55528
66802,100270
34035,142606
1268,52343
99574,169819
66808,129131
65748,32465
99579,82824
34044,52343
1277,127735
80315,57018
99585,118317
66822,148200
1288,37546
66826,143343
98519,73427
99598,6156
71214,39425
66842,52343
1308,57239
1313,89007
82139,20719
34085,160476
1319,62351
34089,93070
34090,153551
99630,57161
34096,160362
1332,73469
96464,37957
1341,20308
66878,67241
1343,121665
66880,83347
34113,27844
66882,139648
93067,44854
34117,39864
99654,85557
82145,23696
49378,103652
1358,36307
1359,84409
87608,72967
34131,130563
34133,59175
99670,135376
34135,109728
1368,79636
34137,12540
99674,96877
34147,63006
34148,117734
34154,32370
34162,66434
34163,166354
34164,144170
66933,42214
99702,65700
34167,117452
63332,22140
1402,117231
66939,112141
1404,135502
66944,45173
65771,43405
66949,8585
99718,143139
71233,140667
98540,21078
34186,54209
34187,63006
1420,128416
1421,32070
99726,57018
66960,78285
51356,153846
34198,88414
34200,99646
66970,126759
75682,2378
11162,43894
71237,128988
34215,99425
87954,37010
1453,69355
1454,71098
1458,102166
66995,17032
34229,97007
34230,152478
34232,62863
1467,31662
34242,11640
34245,84389
99783,146704
98306,47408
67017,44854
67018,128416
34251,56518
34252,135376
1485,7528
99790,70491
1489,37578
1491,127152
1493,73398
99800,83144
1498,32529
67037,107178
1505,143289
34275,159184
99813,130762
34280,22962
1517,164318
87518,28276
34287,31662
99826,135272
1525,54209
99830,142488
34296,49474
67065,68615
34298,83325
34299,52476
67069,37995
1538,120065
67076,44705
34309,126759
67078,68615
1543,128988
1546,89847
1549,51477
67086,125110
34319,135272
34322,28276
99862,155389
93103,23687
99868,63814
92798,47193
34334,15259
99872,68718
99873,44854
34338,85557
49414,59366
67113,69373
99883,32876
1580,108858
11186,97025
34350,34517
34351,19271
1586,135272
99892,69209
98569,140807
34360,285
1597,42199
99904,131210
34369,28502
99906,128416
99908,60861
1607,150863
33036,119444
34379,933
34382,166354
99919,154823
1619,160476
1622,131300
76729,128416
95593,79636
34397,31008
67166,84544
1631,51570
34400,57018
67169,130948
34404,47107
99941,91048
1638,52343
34407,70491
99946,124997
99948,131777
11197,76301
99954,157750
34419,57018
99303,83048
34421,27582
71273,47895
34425,8861
27583,163473
1661,27069
98257,110899
34436,81163
78790,44854
99978,21078
94984,159541
34448,39425
67218,88295
1684,22140
34454,113675
1687,33726
99992,102488
34457,25003
1692,103652
99998,142140
34464,54357
100001,94944
1699,35272
1701,90646
67239,139448
34472,138778
65820,116489
1708,129598
1711,68767
34482,72348
82206,127804
34493,16678
89530,161641
34496,63006
34498,130563
100036,75489
1733,145641
34503,64433
67272,78508
34505,162671
1740,153395
1742,68774
87672,146704
67282,45980
98595,47609
100442,134286
1749,103234
100055,4667
100058,154636
100061,128567
34531,57018
78620,34697
34536,70839
34537,2072
77529,151760
100075,51135
34540,36504
85167,59175
100079,74517
100081,28276
1778,170626
34548,97007
34550,47408
34551,148220
60372,83347
54911,150332
55707,107178
34560,37934
51731,120189
67332,58246
34567,167131
100104,20719
97776,84389
93143,68767
34572,22469
34573,120401
34575,105395
100112,63231
67348,170400
34583,45980
67352,70491
1817,5505
34591,29411
12063,21147
78622,38604
87686,44854
103014,131300
1831,148200
1834,88295
67373,73398
34607,27695
1846,6530
34615,149841
34616,103652
33076,31662
67389,37057
34624,145895
86261,133029
34631,24065
99849,38222
34633,88764
92808,66843
34637,20719
100174,68767
1873,126146
34644,28688
67416,24371
34650,31687
100187,131895
34653,1830
67428,29411
67429,108336
67430,83325
34663,153551
34664,161283
60391,154636
34669,138778
1905,138853
100214,101181
98623,135136
34684,163645
34687,3318
93163,57018
1925,20719
1927,145098
1930,102952
74720,165614
74261,79520
100238,116489
34703,114409
34706,108856
65859,155389
34711,117144
67480,5916
1945,44854
1946,62863
11247,73398
34717,26131
67486,88295
1951,88295
1952,128988
5787,135272
100263,99491
73991,33445
15341,65749
67503,8494
67504,54209
1969,116489
1972,61531
67509,111778
100278,94482
1977,160476
100284,103234
77536,154636
100288,32465
93174,57018
34760,59366
34761,58475
31709,65785
34764,28276
103267,82103
67535,116470
67537,147796
34771,79636
70990,158020
34773,95533
100310,119831
34775,118051
38564,166707
100314,8585
67549,36171
34782,77633
34784,15661
33105,106487
60412,21147
73173,26229
2032,14163
2035,148596
78629,125756
67576,39253
95814,93163
76447,44854
2045,98840
34814,52343
67583,63006
67584,117882
66627,91957
67591,28276
66572,72967
34831,47213
96088,15921
33112,72967
2066,99425
2069,135272
2073,12564
51352,60755
2075,126146
34844,49758
34845,24679
5808,9069
2084,114568
100392,128309
2089,107012
67626,135376
34859,164172
34860,136510
2094,62863
34863,21078
61173,116546
100406,68469
100409,134084
34874,24371
34877,28276
100414,69342
2111,6694
67651,93163
34884,117452
2121,8416
34892,101412
74865,154636
82275,73398
93198,95850
34902,161251
99088,77308
92817,12564
67674,87057
2139,154636
2141,135272
34913,124394
34914,63006
34916,153051
34917,65755
60433,117882
2152,135272
34921,142831
67690,15259
67694,78545
34929,72967
67698,134084
2163,69355
34932,47753
38590,128416
67702,113319
100834,24900
2169,31662
67707,111277
34941,78694
100478,138853
34946,19762
2179,92383
2180,47408
2181,48462
2182,102488
2188,168404
34960,103234
76824,133121
2194,64974
34964,116548
49518,70839
100504,134084
2202,67241
34971,646
34972,20819
34973,136780
34975,137805
89546,74432
55721,115851
2210,28276
34983,95
2217,74432
87751,87344
2222,10089
2223,58246
34992,90902
2226,44854
65907,136276
97250,32876
34997,19950
67766,18412
100537,130291
2236,6533
2237,74517
2239,160476
63360,79636
38603,46174
82294,166876
67782,97025
90578,45980
33143,47193
99307,59175
2253,102488
100560,33286
35026,101181
67796,73136
100565,135272
35030,15259
98681,63006
65543,154732
35034,61796
67809,151327
2274,31960
35045,67755
87761,102488
35049,95254
2282,31662
2284,60297
35053,63844
2286,120803
100591,126759
100594,60533
67830,47193
67836,63006
35069,28276
67841,116489
35074,28276
76843,168200
100614,73167
2312,134084
2316,19198
2317,84389
67854,8062
67856,71687
67857,79940
2323,55528
2324,45980
56816,22962
49540,86551
72092,52343
5850,57161
100638,6238
69910,125363
100643,108618
35109,2100
2342,84544
2345,1468
35114,107012
33159,75588
100652,79520
35117,32465
67886,20719
100655,59769
87960,8585
100659,81838
35124,72855
2357,8753
35127,112141
2361,129855
35130,128567
35132,130603
100670,94795
100671,72967
2368,77275
2369,79113
35138,69355
35139,45980
2373,154636
2375,6774
35144,5505
100681,164211
67914,10412
33165,52343
35153,121787
2386,3067
35155,21147
67924,15987
49550,65488
35158,89629
11321,102527
35161,85650
2395,164506
2396,93074
35165,102313
67934,65520
67936,135272
93243,113783
100708,27304
2405,25987
67943,5888
67945,107012
35179,137805
35181,59515
2414,72967
2417,5505
35186,115851
2425,57018
100730,128988
67963,51916
35196,107012
35197,85780
2433,84544
35202,38741
101556,123578
67974,78694
2439,90198
35208,52343
67977,55092
67978,92021
100748,45518
2446,11036
67984,69355
35217,88312
2450,135272
2452,78694
5870,153395
67990,22499
35223,6424
100765,45656
35230,73978
82492,124286
100769,117882
100770,45656
100771,85518
2468,128567
44102,31662
35238,126478
2471,54209
68008,69473
2474,81163
100780,44605
35245,25987
35246,24371
35248,142295
35249,48507
100786,97656
35252,84089
68023,85780
49567,18412
100799,155721
100800,85780
100801,14433
100810,55792
2510,111225
93261,137805
35280,44854
68049,61531
35282,164544
49571,99415
93263,121009
2527,93070
68064,7431
35297,112141
2530,28276
35299,66799
2532,47193
68069,42706
68072,113305
68073,163009
82343,42639
2540,97656
93266,31662
35310,61531
35314,12540
2547,154636
35317,62863
2552,79644
71423,123350
2556,120140
2557,133766
2559,127889
35328,85780
35330,54209
68100,149641
68101,128977
2566,63006
68104,88295
2570,97025
2571,2100
88467,162020
35341,60199
35342,69707
35343,78545
100887,135272
100892,148220
2589,46990
2593,159398
100899,130948
68132,44854
68134,81708
49585,85557
35368,81202
72101,135272
2603,59175
65970,8119
55048,12564
35379,75877
35380,126759
35381,131955
2614,64197
35383,157595
2619,15259
100925,60861
2623,24979
68160,38639
76896,112373
68167,65520
68174,26229
2639,5757
2641,24371
68178,56550
35411,138778
100949,57018
67738,57018
35418,154776
35419,37057
2652,51177
93285,32465
94727,65210
100966,35464
84034,63006
100968,38983
100971,97902
2668,14775
100973,147796
68209,50986
76468,20719
2676,7746
2678,28276
66648,44854
87828,163495
35450,153051
33215,169819
35452,35723
2686,135865
100991,56234
35456,82973
2689,51916
2690,62872
2693,21147
49601,130563
35464,86002
87831,36307
35468,166354
35469,164258
101007,90902
68241,103594
2706,31068
35475,152872
68246,31056
71449,154636
2713,135272
40462,138151
68251,112068
72032,34314
87834,38222
68254,44854
2720,61581
35490,136510
101028,49160
35495,112604
35496,66434
2729,49178
35500,113087
93928,86246
68271,43062
2736,91393
68273,82600
2738,147573
101043,28276
68278,65520
99384,69355
35513,135272
101050,118895
2747,153395
2748,97025
99965,37957
101054,44055
88473,18412
35522,61531
35526,20719
87841,78697
44151,149641
101068,131300
35534,127189
2769,148928
101074,63006
2771,1203
99385,63006
68311,145946
2778,75877
68316,32465
72107,144635
68324,44854
35557,25227
35558,131300
2791,145641
2793,24371
61776,136020
2798,65520
68335,111532
35568,65823
35571,24048
101110,168043
68343,99425
68346,7903
2823,17660
38700,17660
66007,20719
101134,22140
101136,90902
35601,125188
101142,81708
68375,17470
2841,101181
68378,12564
68379,54357
101148,78020
2846,144129
68383,84254
35618,70491
2851,85557
93318,72967
35622,88414
33244,12564
101056,56608
2861,154636
68399,28295
2871,6857
2874,131777
35644,151541
60554,93070
93622,47193
68415,65914
101185,52343
2882,56792
35651,68615
35652,31001
68423,20308
2889,65520
35658,22962
2891,138778
2892,32465
49197,16222
68430,150084
81931,149641
101201,18412
68434,18412
35667,34517
35674,79520
2907,18412
78658,97007
93328,160209
35682,28276
35684,5825
35685,65700
35689,57161
101226,80030
35691,22469
35692,69567
68462,108618
101231,3706
101232,31700
82408,11640
35698,18412
35699,157215
35701,86220
68470,147796
68471,97539
68472,18412
2937,19950
35711,25987
35717,97024
101254,113305
89928,107012
35721,57018
76951,83363
68493,159398
2958,151327
101263,85650
55107,28276
96118,24900
68502,107700
2967,85719
84986,130496
11010,18412
2971,10187
101276,62330
35741,15921
35743,19253
2981,60861
98801,81131
35753,32465
72102,63310
68523,62351
69181,31662
98439,32465
99907,2100
68531,144170
68532,156471
35766,21147
69932,44605
35768,135272
76959,31167
35772,135482
98900,79520
35776,165190
35777,70491
101314,151327
57930,69209
35781,159402
101318,155017
35785,163645
35787,108336
35788,75018
15716,163645
3030,70839
101336,156471
68569,105971
3039,168573
35808,170215
35809,36504
33275,157426
68581,62863
3047,149641
35816,99318
55122,12564
35822,157554
101360,138778
3057,114640
72006,125110
68600,135272
3066,3930
93354,79122
3070,19213
87893,134084
101376,84544
35841,91490
3074,113452
35845,20719
101384,12564
68617,36307
35851,164258
35853,103234
3088,14433
35861,78508
5977,71940
3098,45980
35867,44605
68637,57018
3103,12564
101408,108399
68643,149641
68645,114132
3111,3159
38748,88295
35882,5505
3117,20719
68655,80499
101425,20719
3122,37057
101428,135376
99642,20719
101435,132625
82442,45980
35903,72123
3137,143981
3140,165190
88486,85216
3144,164737
35915,44171
90584,20719
3151,31662
3153,52343
35924,95309
101461,7528
87908,47193
83031,107120
3163,9524
3165,154636
35934,125110
87909,87497
101474,57161
35939,58768
87910,57018
35943,63006
101481,161193
35946,28295
3179,37578
35949,21147
68718,129444
101489,114249
35954,25227
3194,113161
3195,10677
35964,165594
3198,154636
3199,88814
11456,28276
44225,146523
35976,20819
85347,117882
93545,20725
101519,128747
68754,70491
68755,150879
35988,138289
7745,39425
3225,42199
68762,95309
68764,22167
68766,144589
35999,72967
36001,141167
68770,65914
3236,124470
3239,15921
33308,2072
36012,57161
36013,24371
103268,37057
68784,36307
3249,114568
68787,108824
101557,149641
68544,15259
3256,84389
3257,59259
98310,79636
49695,89847
3260,24371
36031,102527
36035,153395
68809,107012
68813,111017
3278,16222
80983,156471
101587,166897
3285,30808
101592,29903
101593,72967
55757,22140
68831,90761
3296,43960
101602,89802
36070,93163
77009,18412
36073,27254
3306,52343
68843,2148
11474,5505
3311,144821
36082,79520
3315,37957
68852,64433
101621,42440
68859,53785
36092,12564
3325,159187
36095,52476
3332,74900
60123,29411
36103,4137
68872,102098
33324,123578
101642,127944
68876,63006
3342,66448
36111,13324
68880,124804
3345,105559
36114,64346
68883,49758
36116,83325
93401,22140
36121,8585
68892,119079
36125,28276
36126,113494
36127,42721
36129,19762
36130,16839
101667,12564
3364,79520
3366,146523
49713,63006
88185,76624
68909,151208
68910,146523
36143,131895
3378,88685
68916,32744
3381,3318
38302,102014
55177,69209
3384,37957
36153,52830
77023,22962
68924,59366
3390,44854
36166,135272
101703,60861
100497,99890
3401,75018
101706,74861
3403,168043
68940,170394
77026,143981
101710,15259
101712,31662
36180,143981
66105,47193
3419,141243
36188,85780
102680,12564
93413,138778
3425,22962
3428,127467
3429,129598
36198,92145
87953,124470
68969,125460
101738,79520
36205,63006
36206,41887
36207,32465
3442,55359
71571,5825
98324,801
83821,49671
73128,68767
36217,123773
36221,103132
3454,129598
3455,73398
66112,5103
84132,36307
3460,63006
36229,81330
68998,111225
101767,138778
3464,37916
3465,156064
100188,57018
36235,147901
3468,384
82498,156484
36241,34648
3474,4732
98883,166897
36244,150257
3477,78694
69014,52343
3483,105064
82501,63006
3488,36307
93230,135376
91771,135272
36260,161561
69029,113963
36262,20719
6044,51153
69035,32796
3500,44854
77042,67829
36270,84389
36271,31662
98888,122437
101813,102166
51306,12564
3517,132835
69054,70593
36288,84409
36289,44605
69058,98634
74314,154636
36293,12564
3526,15259
36297,59175
3530,281
101835,165713
55202,112953
101838,108097
69071,99646
101843,20719
36309,58475
69078,76270
69081,30808
60666,40623
97707,15259
101856,94652
69089,25987
77051,32465
3559,109083
69096,52343
101865,70907
69098,24048
3565,164252
3567,21147
69104,140807
36338,32796
77054,128988
36342,96704
3578,63006
3579,51916
3580,88764
91774,92480
3582,14739
3584,41009
36353,97025
36354,97714
101892,86220
3589,166897
3590,126146
36360,118051
36369,72967
36370,7498
36372,51916
3605,73712
3609,103372
3611,63006
36381,69355
3614,20308
70074,154636
69153,19198
36387,18412
3621,154636
3622,145641
36391,96887
33372,57018
36397,81163
3630,124997
33373,60230
3634,154636
55219,5140
3637,150585
36406,28276
36407,118238
71604,40336
69178,124869
3644,52343
65589,117882
3646,79454
69183,37441
66144,134286
101954,164252
101955,3647
36420,47107
71606,29411
3654,165614
3658,75877
3659,32465
101966,12564
3664,20719
36434,12564
77070,80462
101979,44042
69212,5825
36445,47895
36446,64177
3680,19253
58945,69209
33383,95309
36460,39425
87997,126906
3696,70936
91897,47193
3699,142477
69236,135272
36469,145946
36473,147016
3707,129711
36476,21147
3709,166707
3712,135272
36486,47408
96587,132782
36491,120084
3725,59256
3726,61531
33389,87114
88003,12564
91779,57018
82542,102335
36507,73515
3740,115863
102045,116670
69278,84544
69279,78832
66160,11090
36514,109728
11547,59402
3748,276
69288,170400
36522,78694
3755,132573
69294,88295
69295,6533
69298,154636
36532,154636
36533,135376
3768,126759
36537,44854
11551,118051
36540,148220
3775,56211
36544,167983
36546,72967
36547,104129
36548,126092
77596,28276
102089,66874
69324,44854
36559,44854
66168,18412
69331,75845
69335,60591
3800,161251
3801,126146
78586,2677
62321,97700
69345,36307
95055,67441
3812,99905
3814,170400
36583,18103
3816,29827
36585,151257
36588,126146
55250,135376
83053,93163
102131,14163
66174,166707
3831,108824
72142,145641
69369,138151
69370,170864
36603,149044
69372,38741
93482,21147
3839,135272
3840,145641
69377,84409
99101,90902
71638,86220
82561,140029
36616,15661
27948,79514
69387,5505
69388,68615
49794,123016
102159,79616
98330,57018
36627,126535
69397,125987
36631,166379
3864,135272
69401,12564
12131,85780
3868,85557
36637,47213
69406,38604
3871,68767
69410,165614
88027,25987
69412,24371
67779,24048
77105,126529
102184,79309
3881,99425
69422,63006
36657,32465
36659,63006
3893,149641
36663,93505
3897,14081
36666,118051
69437,88341
69438,111017
6112,135865
65275,169234
69445,22962
36680,38572
36682,11990
69452,151327
36687,28276
36688,159166
69457,97539
66190,9961
3929,36307
69466,47193
3931,165190
3932,14577
69470,88975
3935,111987
33424,85780
69476,72967
66690,13933
36712,15259
36713,112735
36714,97714
3947,113494
102254,146523
3951,143139
33427,14481
3956,63006
36725,138151
3959,115867
3960,7196
69497,24679
69500,86551
36737,28295
6123,95976
36743,61394
71660,57018
36747,5505
3984,165290
66200,154636
62327,99407
36758,6533
3991,114167
3992,59252
102299,135376
3996,21106
36765,138151
36767,68767
4001,128747
36772,81171
36773,31302
71665,62863
33436,44854
4010,14163
4013,101181
101501,24371
4016,138151
69553,61531
78695,53726
69558,94652
36791,78335
36793,109728
4029,70839
102337,97025
4036,10098
36806,126146
36807,63006
36808,103132
102345,104845
69579,153395
36812,97420
11597,93994
36816,75877
4052,138778
69589,42876
102359,115851
4056,150879
102361,99839
69594,157909
102364,68767
4061,166707
66613,73398
36833,12564
4067,138289
69604,19042
4073,72967
49831,61531
4076,84389
102381,43960
36846,125188
4079,28276
69616,68601
93523,153551
4084,166354
4086,37957
102392,11261
36859,111532
86444,49551
57966,20308
36862,126535
4097,73712
71823,12564
36869,108399
55297,113714
4104,78304
102409,61178
36874,14181
36879,18412
102416,22469
4116,82765
4117,84389
92883,117692
36887,159398
36888,83325
66696,35464
4125,84544
4126,51558
4131,147898
102436,51151
4134,62863
102439,111017
96157,5825
69673,70873
36907,155017
36909,37441
69679,62863
85135,97025
36913,28047
4146,137805
4149,27770
102454,132782
4151,111391
69688,40336
49844,126918
36924,63006
69699,46990
102469,135376
102472,88312
102473,30183
33463,62863
36941,1947
36942,152872
69711,70411
69718,117882
36951,152872
36952,79616
74336,52343
4186,145705
36955,10281
102492,95683
98341,113452
36959,92712
69729,152028
69730,79514
82619,14433
93542,142295
4199,28276
69739,79636
4205,135376
69742,47107
36975,155513
36977,133029
4214,13253
69751,42988
87509,20869
36986,142140
102524,56234
4221,37578
4225,90902
4227,41101
37000,80499
52515,47193
68882,99425
4236,32465
67791,45721
37008,6533
37010,38604
4243,55092
4244,155017
69782,94373
69783,26796
102556,86220
4254,79636
4256,135272
4258,154636
99014,149223
86341,28295
77169,57161
55324,158864
4268,95850
4271,12564
4275,84544
4277,90844
4279,28276
102584,5825
72157,64433
69820,44854
69821,79520
37054,130992
102592,61226
37059,90402
69828,47193
68884,42108
6177,171088
4296,159138
4297,72967
37066,37254
4299,112332
4300,84544
91798,105557
32877,128988
93560,109840
4308,74141
99022,77745
69846,12564
4311,32465
102617,39425
37086,63006
4320,90902
102626,36307
69859,59175
93981,97025
37094,118813
99025,57018
8873,33445
37098,86551
71719,6809
69870,133029
37103,99646
37104,84389
72159,28276
37114,52343
85991,83691
99029,84711
37124,12031
11649,139648
102672,3468
60803,26372
102677,53785
4375,103132
4376,7746
77188,87819
102684,72967
49882,52283
102712,158623
37153,133003
102690,121665
69925,28276
4395,61796
69933,100695
69935,18412
4400,63006
55347,126018
49886,133121
69944,128416
4410,12564
4414,12564
35063,77074
37184,128977
33504,56792
77195,64974
82657,102204
37192,66434
37193,47193
37195,20819
37196,84389
82300,91957
37202,5505
4435,161265
4436,113139
62342,20808
4442,83347
60816,82824
88123,106971
4452,75877
4454,40336
4455,47193
69992,37638
4459,73398
37228,150354
70000,97810
37233,34648
37235,90902
70005,170547
70008,32876
37243,28276
70012,151809
4477,2100
102786,5505
70020,161641
4486,164258
4488,103234
37257,77571
37260,159138
6210,72967
4495,19213
12152,117452
71747,63457
70036,82031
4502,170400
70040,96129
4505,149641
60162,36307
70043,117126
70045,5825
4512,105352
70049,32465
37282,93295
37283,84544
37284,15259
37285,15921
37286,40326
99057,99320
70059,166354
66290,134619
4527,129183
70064,46423
81971,70936
70067,135376
37300,85780
4535,21457
4536,31662
4538,128988
70075,84409
55370,150585
91806,133730
49909,122299
55915,84409
4545,45656
37315,44605
